date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:07:58	327/327	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jun%202018%2018:07:58%20GMT	http://designstream.co.in/robots.txt		(from )
18:08:11	50965/50965	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:21:56%20GMT	http://designstream.co.in/templates/html/job-express/	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/index.html	(from )
18:08:17	7296/7296	---M--	200	added ('OK')	text/css	date:Fri,%2005%20May%202017%2019:39:06%20GMT	http://designstream.co.in/templates/html/job-express/assets/plugins/flexslider/flexslider.css	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/plugins/flexslider/flexslider.css	(from http://designstream.co.in/templates/html/job-express/)
18:08:19	31000/31000	---M--	200	added ('OK')	text/css	date:Thu,%2022%20Dec%202016%2022:50:34%20GMT	http://designstream.co.in/templates/html/job-express/assets/plugins/font-awesome/css/font-awesome.min.css	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/plugins/font-awesome/css/font-awesome.min.css	(from http://designstream.co.in/templates/html/job-express/)
18:08:21	16430/16430	---M--	200	added ('OK')	text/css	date:Sat,%2012%20Nov%202016%2000:10:20%20GMT	http://designstream.co.in/templates/html/job-express/assets/plugins/themify/themify-icons.css	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/plugins/themify/themify-icons.css	(from http://designstream.co.in/templates/html/job-express/)
18:08:23	121199/121199	---M--	200	added ('OK')	text/css	date:Wed,%2026%20Oct%202016%2018:24:46%20GMT	http://designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/css/bootstrap.min.css	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/css/bootstrap.min.css	(from http://designstream.co.in/templates/html/job-express/)
18:08:23	4602/4602	---M--	200	added ('OK')	text/css	date:Mon,%2008%20May%202017%2023:26:04%20GMT	http://designstream.co.in/templates/html/job-express/assets/css/responsive.css	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/css/responsive.css	(from http://designstream.co.in/templates/html/job-express/)
18:08:23	28845/28845	---M--	200	added ('OK')	text/css	date:Tue,%2013%20Jun%202017%2023:11:32%20GMT	http://designstream.co.in/templates/html/job-express/assets/css/style.css	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/css/style.css	(from http://designstream.co.in/templates/html/job-express/)
18:08:25	2649/2649	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Apr%202017%2018:25:40%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/site-logo.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/site-logo.png	(from http://designstream.co.in/templates/html/job-express/)
18:08:25	2803/2803	---MC-	200	added ('OK')	text/css	date:Wed,%2027%20Jun%202018%2018:08:22%20GMT	https://fonts.googleapis.com/css?family=Roboto:100,100i,300,300i,400,400i,500,500i,700,700i,900,900i	/home/najah/websites/fj/fonts.googleapis.com/cssad13.css	(from http://designstream.co.in/templates/html/job-express/)
18:08:27	22407/22407	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:27:26%20GMT	http://designstream.co.in/templates/html/job-express/manage_application.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/manage_application.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:29	19584/19584	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:27:20%20GMT	http://designstream.co.in/templates/html/job-express/manage_job.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/manage_job.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:31	41414/41414	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:27:36%20GMT	http://designstream.co.in/templates/html/job-express/job_listing.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/job_listing.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:33	50965/50965	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:21:56%20GMT	http://designstream.co.in/templates/html/job-express/index.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/index-2.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:33	26517/26517	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:27:42%20GMT	http://designstream.co.in/templates/html/job-express/job.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/job.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:35	20481/20481	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:28:02%20GMT	http://designstream.co.in/templates/html/job-express/employe_detail.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/employe_detail.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:39	29158/29158	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:27:14%20GMT	http://designstream.co.in/templates/html/job-express/post.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/post.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:41	47489/47489	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:26:46%20GMT	http://designstream.co.in/templates/html/job-express/candidates.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/candidates.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:43	35409/35409	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:27:02%20GMT	http://designstream.co.in/templates/html/job-express/resume.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/resume.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:45	25838/25838	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:26:50%20GMT	http://designstream.co.in/templates/html/job-express/about.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/about.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:47	19367/19367	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:26:56%20GMT	http://designstream.co.in/templates/html/job-express/resume2.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/resume2.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:49	19368/19368	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:27:48%20GMT	http://designstream.co.in/templates/html/job-express/faq.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/faq.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:51	16572/16572	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:58:24%20GMT	http://designstream.co.in/templates/html/job-express/price_table.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/price_table.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:53	18554/18554	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:28:08%20GMT	http://designstream.co.in/templates/html/job-express/contact.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/contact.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:55	20362/20362	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:27:32%20GMT	http://designstream.co.in/templates/html/job-express/login.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/login.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:57	5073/5073	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Apr%202017%2017:54:10%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img1.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img1.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:08:57	5536/5536	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Apr%202017%2019:14:08%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img2.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img2.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:08:59	410189/410189	---M--	200	added ('OK')	text/html	date:Mon,%2008%20May%202017%2023:27:56%20GMT	http://designstream.co.in/templates/html/job-express/employe_list.html	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/employe_list.html	(from http://designstream.co.in/templates/html/job-express/)
18:08:59	4671/4671	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Apr%202017%2019:14:22%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img3.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img3.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:08:59	6075/6075	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Apr%202017%2019:14:36%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img4.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img4.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:09:00	6441/6441	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Apr%202017%2019:14:48%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img5.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img5.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:09:01	4704/4704	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Apr%202017%2019:15:04%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img6.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img6.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:09:03	5881/5881	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Apr%202017%2019:15:16%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img7.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img7.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:09:03	5558/5558	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Apr%202017%2019:15:28%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img8.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img8.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:09:04	6408/6408	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Apr%202017%2020:09:14%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/employe1.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/employe1.png	(from http://designstream.co.in/templates/html/job-express/)
18:09:05	5219/5219	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Apr%202017%2020:15:38%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/employe2.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/employe2.png	(from http://designstream.co.in/templates/html/job-express/)
18:09:06	6769/6769	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Apr%202017%2020:15:58%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/employe3.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/employe3.png	(from http://designstream.co.in/templates/html/job-express/)
18:09:07	6285/6285	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Apr%202017%2020:16:16%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/employe4.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/employe4.png	(from http://designstream.co.in/templates/html/job-express/)
18:09:08	4944/4944	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Apr%202017%2020:16:34%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/employe5.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/employe5.png	(from http://designstream.co.in/templates/html/job-express/)
18:09:09	9462/9462	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Apr%202017%2020:16:54%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/employe6.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/employe6.png	(from http://designstream.co.in/templates/html/job-express/)
18:09:11	18902/18902	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Apr%202017%2021:33:32%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/t1.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/t1.png	(from http://designstream.co.in/templates/html/job-express/)
18:09:30	84355/84355	---M--	200	added ('OK')	application/javascript	date:Fri,%2016%20Oct%202015%2018:00:04%20GMT	http://designstream.co.in/templates/html/job-express/assets/js/jquery.min.js	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/js/jquery.min.js	(from http://designstream.co.in/templates/html/job-express/)
18:09:35	129959/129959	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Apr%202017%2023:11:10%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/blog1.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/blog1.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:09:38	37045/37045	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Aug%202016%2019:50:20%20GMT	http://designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/js/bootstrap.min.js	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/js/bootstrap.min.js	(from http://designstream.co.in/templates/html/job-express/)
18:09:39	1067/1067	---M--	200	added ('OK')	application/javascript	date:Tue,%2007%20Jun%202016%2023:08:38%20GMT	http://designstream.co.in/templates/html/job-express/assets/js/jquery.counterup.min.js	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/js/jquery.counterup.min.js	(from http://designstream.co.in/templates/html/job-express/)
18:09:41	22343/22343	---M--	200	added ('OK')	application/javascript	date:Thu,%2012%20May%202016%2013:11:38%20GMT	http://designstream.co.in/templates/html/job-express/assets/plugins/flexslider/jquery.flexslider-min.js	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/plugins/flexslider/jquery.flexslider-min.js	(from http://designstream.co.in/templates/html/job-express/)
18:09:41	191599/191599	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Apr%202017%2022:30:00%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/map.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/map.png	(from http://designstream.co.in/templates/html/job-express/)
18:09:43	8044/8044	---M--	200	added ('OK')	application/javascript	date:Tue,%2007%20Jun%202016%2023:17:50%20GMT	http://designstream.co.in/templates/html/job-express/assets/js/waypoints.min.js	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/js/waypoints.min.js	(from http://designstream.co.in/templates/html/job-express/)
18:09:43	125/125	---M--	200	added ('OK')	application/javascript	date:Fri,%2028%20Apr%202017%2023:03:48%20GMT	http://designstream.co.in/templates/html/job-express/assets/js/counter.js	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/js/counter.js	(from http://designstream.co.in/templates/html/job-express/)
18:09:43	175112/175112	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Apr%202017%2023:11:24%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/blog2.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/blog2.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:09:43	319/319	---M--	200	added ('OK')	application/javascript	date:Fri,%2028%20Apr%202017%2023:03:58%20GMT	http://designstream.co.in/templates/html/job-express/assets/js/flexslider.js	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/js/flexslider.js	(from http://designstream.co.in/templates/html/job-express/)
18:09:44	492/492	---M--	200	added ('OK')	application/javascript	date:Tue,%2002%20May%202017%2017:32:32%20GMT	http://designstream.co.in/templates/html/job-express/assets/js/common.js	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/js/common.js	(from http://designstream.co.in/templates/html/job-express/)
18:09:47	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2027%20Jun%202018%2018:09:47%20GMT	https://fonts.googleapis.com/robots.txt		(from http://designstream.co.in/templates/html/job-express/)
18:09:47	12009/12009	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2001:35:18%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-1.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-1.png	(from http://designstream.co.in/templates/html/job-express/manage_application.html)
18:09:49	11987/11987	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2001:48:54%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-2.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-2.png	(from http://designstream.co.in/templates/html/job-express/manage_application.html)
18:09:49	10826/10826	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2001:49:26%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-3.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-3.png	(from http://designstream.co.in/templates/html/job-express/manage_application.html)
18:09:51	11635/11635	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2001:49:46%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-4.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-4.png	(from http://designstream.co.in/templates/html/job-express/manage_application.html)
18:09:51	11347/11347	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2001:50:08%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-5.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-5.png	(from http://designstream.co.in/templates/html/job-express/manage_application.html)
18:09:53	14591/14591	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202017%2018:15:50%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/job-logo.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/job-logo.jpg	(from http://designstream.co.in/templates/html/job-express/job.html)
18:09:53	6266/6266	---M--	200	added ('OK')	text/css	date:Fri,%2005%20May%202017%2022:25:36%20GMT	http://designstream.co.in/templates/html/job-express/assets/plugins/wysihtml5/wysihtml5.css	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/plugins/wysihtml5/wysihtml5.css	(from http://designstream.co.in/templates/html/job-express/post.html)
18:09:55	443/443	---M--	200	added ('OK')	application/javascript	date:Fri,%2002%20Dec%202016%2020:06:52%20GMT	http://designstream.co.in/templates/html/job-express/assets/js/wysihtml.js	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/js/wysihtml.js	(from http://designstream.co.in/templates/html/job-express/post.html)
18:09:57	340/340	---M--	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202017%2022:01:32%20GMT	http://designstream.co.in/templates/html/job-express/assets/js/file.js	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/js/file.js	(from http://designstream.co.in/templates/html/job-express/post.html)
18:10:01	12328/12328	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2001:50:40%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-6.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-6.png	(from http://designstream.co.in/templates/html/job-express/candidates.html)
18:10:03	11966/11966	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2001:50:58%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-7.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-7.png	(from http://designstream.co.in/templates/html/job-express/candidates.html)
18:10:05	12535/12535	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2001:51:22%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-8.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/candidates/candidate-8.png	(from http://designstream.co.in/templates/html/job-express/candidates.html)
18:10:19	76366/76366	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202017%2022:41:32%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/man1.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/man1.png	(from http://designstream.co.in/templates/html/job-express/resume2.html)
18:10:19	1003/1003	---MC-	200	added ('OK')	text/css	date:Wed,%2027%20Jun%202018%2018:10:03%20GMT	https://fonts.googleapis.com/css?family=Roboto+Slab:100,300,400,700	/home/najah/websites/fj/fonts.googleapis.com/cssecbd.css	(from http://designstream.co.in/templates/html/job-express/about.html)
18:10:21	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:19%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/site-logo.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/site-logo.png	(from http://designstream.co.in/templates/html/job-express/)
18:10:21	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:19%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img1.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img1.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:10:21	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:19%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img2.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img2.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:10:22	407/407	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jun%202018%2018:10:21%20GMT	http://designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.eot	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/css/bootstrap.min.css)
18:10:23	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:22%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img3.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img3.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:10:23	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:22%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img4.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img4.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:10:24	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:23%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img5.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img5.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:10:25	407/407	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jun%202018%2018:10:24%20GMT	http://designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.eot?	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/css/bootstrap.min.css)
18:10:26	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:25%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img7.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img7.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:10:26	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:25%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img6.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img6.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:10:27	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:26%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/img8.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/img8.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:10:29	409/409	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jun%202018%2018:10:27%20GMT	http://designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff2	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from http://designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/css/bootstrap.min.css)
18:10:29	332115/332115	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202016%2018:06:48%20GMT	http://designstream.co.in/templates/html/job-express/assets/plugins/wysihtml5/wysihtml5-0.3.0.js	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/plugins/wysihtml5/wysihtml5-0.3.0.js	(from http://designstream.co.in/templates/html/job-express/post.html)
18:10:29	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:28%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/map.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/map.png	(from http://designstream.co.in/templates/html/job-express/)
18:10:29	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:28%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/t1.png	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/t1.png	(from http://designstream.co.in/templates/html/job-express/)
18:10:29	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:29%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/blog1.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/blog1.jpg	(from http://designstream.co.in/templates/html/job-express/)
18:10:30	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:30%20GMT	http://designstream.co.in/templates/html/job-express/assets/js/jquery.min.js	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/js/jquery.min.js	(from http://designstream.co.in/templates/html/job-express/)
18:10:30	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:30%20GMT	http://designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/js/bootstrap.min.js	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/plugins/bootstrap/js/bootstrap.min.js	(from http://designstream.co.in/templates/html/job-express/)
18:10:30	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2018:10:30%20GMT	http://designstream.co.in/templates/html/job-express/assets/images/home/blog2.jpg	/home/najah/websites/fj/designstream.co.in/templates/html/job-express/assets/images/home/blog2.jpg	(from http://designstream.co.in/templates/html/job-express/)
